seqname	Status	Subclass (putative)	Domain	Domain architecture simplified
TraesCS4A03G0930500.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0930500.3	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0945200.1	CCX	CCX	(CC)	C
TraesCS4A03G0948100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS4A03G0972100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)	ON
TraesCS4A03G0972200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G0994100.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)	CNN
TraesCS4A03G0994900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G0994900.2	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4A03G0996500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G0996500.2	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4A03G0999800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0999800.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0999800.3	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0999800.4	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G0999800.5	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1001500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1027300.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS4A03G1027400.1	degenerate NLR	CC-NLR	(CC)(LRR)	CL
TraesCS4A03G1033700.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1034100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1034900.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1035000.1	CCX	CCX	(CC)	C
TraesCS4A03G1048900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS4A03G1059500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1088400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1108700.1	CCX	CCX	(CC)	C
TraesCS4A03G1110100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1110300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1117300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1117400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1117400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1117600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1117800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1117900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1117900.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1117900.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1118300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1118700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1118700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1122400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1122800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1122900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1123000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1123100.1	degenerate NLR	CC-NLR	(CC)(PLOOP)	CP
TraesCS4A03G1123100.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1124200.1	CCX	CCX	(CC)	C
TraesCS4A03G1124900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1125700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1125800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1127500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1136800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1138600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1151600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1152300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1152300.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1152600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G1156900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1161500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1161600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(CC)(NBARC)	CNLCN
TraesCS4A03G1164300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1164400.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)	CNN
TraesCS4A03G1167700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1168000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1168100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS4A03G1169000.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS4A03G1170600.1	NLR	CC-NLR	(PKin)(CC)(NBARC)	OCN
TraesCS4A03G1170600.2	NLR	CC-NLR	(PKin)(CC)(NBARC)	OCN
TraesCS4A03G1171000.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1171000.2	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1172200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1173600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1173700.1	CCX	CCX	(OTHER)(CC)	OC
TraesCS4A03G1174000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1174700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1175000.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS4A03G1175100.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS4A03G1175400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1177200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1180600.1	CCX	CCX	(CC)	C
TraesCS4A03G1183000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1184000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1184600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1185000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1185500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1185500.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1186200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1187200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1187800.1	CCX	CCX	(CC)	C
TraesCS4A03G1187900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4A03G1197200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1197200.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1198600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS4A03G1199000.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)(LRR)	L
TraesCS4A03G1199300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1199300.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1199300.3	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PLOOP)(LRR)	PL
TraesCS4A03G1200300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1200600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1201000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1201800.1	CCX	CCX	(CC)	C
TraesCS4A03G1201900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4A03G1201900.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1202000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1204000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1204700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1205300.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4A03G1206100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1206600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1206700.1	CCX	CCX	(CC)	C
TraesCS4A03G1206800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4A03G1207000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1207400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1207600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4A03G1208100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1209500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1210000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1210800.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS4A03G1211000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS4A03G1211100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1212000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS4A03G1212600.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1225400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1225400.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1225500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1225600.1	NLR	CC-NLR	(TRX)(CC)(NBARC)(LRR)(OTHER)	OCNLO
TraesCS4A03G1226900.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1227000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1227000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1227100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1227200.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1227400.1	NLR	CC-NLR	(TRX)(CC)(NBARC)	OCN
TraesCS4A03G1227900.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS4A03G1228400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1228700.1	NLR	CC-NLR	(TRX)(CC)(NBARC)(LRR)(OTHER)	OCNLO
TraesCS4A03G1228900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1229000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1229100.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4A03G1229600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1230100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1230600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1231400.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS4A03G1232200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1232700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1232800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1233200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1233300.1	CCX	CCX	(CC)	C
TraesCS4A03G1233700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1233900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1234000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1234700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1234700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1234800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4A03G1236800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1239300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1239900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1240200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1241100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1241100.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1241300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1242400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1242800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4A03G1242900.1	CCX	CCX	(CC)	C
TraesCS4A03G1243000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1247500.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1247600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4A03G1248700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4A03G1249700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS4A03G1252600.1	NLR	CC-NLR	(PKin)(CC)(NBARC)(LRR)	OCNL
TraesCS4B03G0008500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4B03G0008700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0008700.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0009100.1	CCX	CCX	(CC)	C
TraesCS4B03G0010100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0010200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0012100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0012400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0012500.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS4B03G0017700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0026600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0209000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0209600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0211500.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4B03G0212800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0212900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4B03G0212900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4B03G0258100.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS4B03G0606400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0729800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0816400.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS4B03G0816400.2	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS4B03G0816400.3	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(LRR)	OL
TraesCS4B03G0826600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0885200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0891100.1	NLR	CC-NLR	(PKin)(OTHER)(CC)(NBARC)(LRR)	OCNL
TraesCS4B03G0900300.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PLOOP)(LRR)(JAC)	PLO
TraesCS4B03G0926500.1	CCX	CCX	(CC)	C
TraesCS4B03G0936200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0942800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0955000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4B03G0958900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0958900.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0958900.3	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0959000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4B03G0976300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(LRR)	CNL
TraesCS4D03G0003500.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4D03G0006500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS4D03G0006600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0006900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0010300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0173600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0174600.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4D03G0175000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0175000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0175200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(PKin)	CNLO
TraesCS4D03G0204300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0220700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4D03G0237300.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4D03G0270400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0270400.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4D03G0537600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4D03G0648300.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS4D03G0737300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0799700.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS4D03G0812400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS4D03G0819900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS4D03G0827200.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS4D03G0838500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS4D03G0840200.1	NLR	CC-NLR	(CC)(NBARC)(PLOOP)	CNP
TraesCS4D03G0840300.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5A03G0053100.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0056600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0059700.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0072000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5A03G0092800.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0094400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0173800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0174200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0177300.1	NLR	CCR-NLR	(RPW8)(NBARC)(LRR)	RNL
TraesCS5A03G0177300.2	NLR	CCR-NLR	(RPW8)(NBARC)(LRR)	RNL
TraesCS5A03G0185800.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0187000.1	NLR	CC-NLR	(CC)(NBARC)(NBARC)(LRR)	CNNL
TraesCS5A03G0187000.2	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0219900.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0221400.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0221800.1	degenerate NLR	UNDETERMINED	(LRR)	L
TraesCS5A03G0479900.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0480000.1	CCX	CCX	(CC)	C
TraesCS5A03G0480100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(LRR)	NL
TraesCS5A03G0487400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0487700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)(PKin)	NLO
TraesCS5A03G0504400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0587000.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0643100.1	degenerate NLR	TN (OTHER)	(TIR)(PLOOP)	TP
TraesCS5A03G0649800.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0650100.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0670200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0671700.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)	N
TraesCS5A03G0672000.1	NLR	UNDETERMINED	(NBARC)	N
TraesCS5A03G0713600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0716000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0722200.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0722200.2	NLR	UNDETERMINED	(NBARC)	N
TraesCS5A03G0722200.3	NLR	UNDETERMINED	(NBARC)	N
TraesCS5A03G0722400.1	NLR	CC-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0722400.2	NLR	CC-NLR	(NBARC)	N
TraesCS5A03G0722400.3	NLR	CC-NLR	(NBARC)	N
TraesCS5A03G0741000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0741400.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5A03G0744000.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0790400.1	NLR	CC-NLR	(CC)(NBARC)(LRR)(OTHER)	CNLO
TraesCS5A03G0790500.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0801100.1	CCX	CCX	(CC)	C
TraesCS5A03G0826200.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0826500.1	NLR	CC-NLR	(ANK)(CC)(NBARC)(LRR)(WRKY)	OCNLO
TraesCS5A03G0826500.2	NLR	CC-NLR	(ANK)(CC)(NBARC)(LRR)(WRKY)	OCNLO
TraesCS5A03G0826500.3	NLR	CC-NLR	(ANK)(CC)(NBARC)(LRR)(WRKY)	OCNLO
TraesCS5A03G0826700.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0826700.2	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0826800.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5A03G0911600.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0945000.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0945000.2	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G0969600.1	NLR	CC-NLR	(CC)(NBARC)	CN
TraesCS5A03G0972100.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G0979300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1039300.1	NLR	CC-NLR	(CC)(NBARC)(LRR)	CNL
TraesCS5A03G1053600.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(NBARC)(LRR)	NL
TraesCS5A03G1126600.1	degenerate NLR	CC-NLR or CCR-NLR or CCG10-NLR	(LRR)	L
TraesCS5A03G1131400.1	NLR	CC-NLR or CCR-NLR or CCG10-NLR	(PKin)(NBARC)(LRR)	ONL
