,0,1,2,3,4,5,6,7,8
78830,Chr1B,IWGSC_v2.1,gene,5318390,5334213,.,-,.,ID=TraesCS1B03G0018800;Name=TraesCS1B03G0018800;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G010000
78981,Chr1B,IWGSC_v2.1,gene,6149955,6153835,52,+,.,ID=TraesCS1B03G0022900;previous_id=TraesCS1B02G011800;Name=TraesCS1B03G0022900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
78998,Chr1B,IWGSC_v2.1,gene,6304315,6310761,54,+,.,ID=TraesCS1B03G0023400;previous_id=TraesCS1B02G012000;Name=TraesCS1B03G0023400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79021,Chr1B,IWGSC_v2.1,gene,6401330,6404169,41,+,.,ID=TraesCS1B03G0023700;previous_id=TraesCS1B02G012100;Name=TraesCS1B03G0023700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79029,Chr1B,IWGSC_v2.1,gene,6437755,6442448,43,+,.,ID=TraesCS1B03G0023900;previous_id=TraesCS1B02G012200;Name=TraesCS1B03G0023900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79049,Chr1B,IWGSC_v2.1,gene,6511056,6516590,47,+,.,ID=TraesCS1B03G0024300;previous_id=TraesCS1B02G012400;Name=TraesCS1B03G0024300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79061,Chr1B,IWGSC_v2.1,gene,6520803,6523974,46,+,.,ID=TraesCS1B03G0024400;previous_id=TraesCS1B02G012500;Name=TraesCS1B03G0024400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79067,Chr1B,IWGSC_v2.1,gene,6550417,6551283,39,+,.,ID=TraesCS1B03G0024500;previous_id=TraesCS1B02G012600;Name=TraesCS1B03G0024500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79071,Chr1B,IWGSC_v2.1,gene,6561531,6565054,32,-,.,ID=TraesCS1B03G0024800;previous_id=TraesCS1B02G012700;Name=TraesCS1B03G0024800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79083,Chr1B,IWGSC_v2.1,gene,6644278,6650502,42,+,.,ID=TraesCS1B03G0025000;previous_id=TraesCS1B02G012800;Name=TraesCS1B03G0025000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79104,Chr1B,IWGSC_v2.1,gene,6731747,6734044,34,+,.,ID=TraesCS1B03G0025400;previous_id=TraesCS1B02G012900;Name=TraesCS1B03G0025400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79203,Chr1B,IWGSC_v2.1,gene,6933411,6935465,48,-,.,ID=TraesCS1B03G0028200;previous_id=TraesCS1B02G014100;Name=TraesCS1B03G0028200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79225,Chr1B,IWGSC_v2.1,gene,7473333,7480121,43,-,.,ID=TraesCS1B03G0029300;previous_id=TraesCS1B02G014400;Name=TraesCS1B03G0029300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79233,Chr1B,IWGSC_v2.1,gene,7480639,7487573,.,+,.,ID=TraesCS1B03G0029400;Name=TraesCS1B03G0029400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G014500
79262,Chr1B,IWGSC_v2.1,gene,7690090,7695144,45,-,.,ID=TraesCS1B03G0030200;previous_id=TraesCS1B02G014800;Name=TraesCS1B03G0030200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79274,Chr1B,IWGSC_v2.1,gene,7968876,7970120,36,-,.,ID=TraesCS1B03G0030900;previous_id=TraesCS1B02G015300;Name=TraesCS1B03G0030900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79302,Chr1B,IWGSC_v2.1,gene,8015274,8016638,.,-,.,ID=TraesCS1B03G0031600;Name=TraesCS1B03G0031600;mapping=GMAP_WHOLEGENOME;previous_id=TraesCS1B02G014900
79334,Chr1B,IWGSC_v2.1,gene,8155434,8161680,54,-,.,ID=TraesCS1B03G0032500;previous_id=TraesCS1B02G016000;Name=TraesCS1B03G0032500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79344,Chr1B,IWGSC_v2.1,gene,8236364,8237203,39,-,.,ID=TraesCS1B03G0032600;previous_id=TraesCS1B02G016100;Name=TraesCS1B03G0032600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79599,Chr1B,IWGSC_v2.1,gene,8936686,8939403,52,-,.,ID=TraesCS1B03G0036300;previous_id=TraesCS1B02G017500;Name=TraesCS1B03G0036300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79605,Chr1B,IWGSC_v2.1,gene,9081442,9085624,53,+,.,ID=TraesCS1B03G0036500;previous_id=TraesCS1B02G017600;Name=TraesCS1B03G0036500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
79799,Chr1B,IWGSC_v2.1,gene,9512135,9528525,.,-,.,ID=TraesCS1B03G0038700;Name=TraesCS1B03G0038700;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G019000
80048,Chr1B,IWGSC_v2.1,gene,10062709,10067524,51,-,.,ID=TraesCS1B03G0041000;previous_id=TraesCS1B02G020300;Name=TraesCS1B03G0041000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80060,Chr1B,IWGSC_v2.1,gene,10070699,10086054,.,-,.,ID=TraesCS1B03G0041100;Name=TraesCS1B03G0041100;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G020400
80137,Chr1B,IWGSC_v2.1,gene,10204289,10205548,48,-,.,ID=TraesCS1B03G0042000;previous_id=TraesCS1B02G020900;Name=TraesCS1B03G0042000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80325,Chr1B,IWGSC_v2.1,gene,10385166,10387322,45,+,.,ID=TraesCS1B03G0042800;previous_id=TraesCS1B02G021500;Name=TraesCS1B03G0042800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80353,Chr1B,IWGSC_v2.1,gene,10496325,10503200,51,+,.,ID=TraesCS1B03G0043300;previous_id=TraesCS1B02G021900;Name=TraesCS1B03G0043300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80369,Chr1B,IWGSC_v2.1,gene,10525410,10527335,47,+,.,ID=TraesCS1B03G0043700;previous_id=TraesCS1B02G022100;Name=TraesCS1B03G0043700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80373,Chr1B,IWGSC_v2.1,gene,10570455,10573606,48,+,.,ID=TraesCS1B03G0044100;previous_id=TraesCS1B02G022200;Name=TraesCS1B03G0044100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80453,Chr1B,IWGSC_v2.1,gene,10890974,10899911,38,-,.,ID=TraesCS1B03G0045800;previous_id=TraesCS1B02G023000;Name=TraesCS1B03G0045800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80480,Chr1B,IWGSC_v2.1,gene,10939203,10941935,41,-,.,ID=TraesCS1B03G0045900;previous_id=TraesCS1B02G023100;Name=TraesCS1B03G0045900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80751,Chr1B,IWGSC_v2.1,gene,12939129,12944677,43,-,.,ID=TraesCS1B03G0051100;previous_id=TraesCS1B02G025500;Name=TraesCS1B03G0051100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80822,Chr1B,IWGSC_v2.1,gene,13308308,13310991,52,-,.,ID=TraesCS1B03G0052600;previous_id=TraesCS1B02G026300;Name=TraesCS1B03G0052600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80828,Chr1B,IWGSC_v2.1,gene,13312371,13313351,35,-,.,ID=TraesCS1B03G0052700;previous_id=TraesCS1B02G026400;Name=TraesCS1B03G0052700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80889,Chr1B,IWGSC_v2.1,gene,13534543,13539707,62,+,.,ID=TraesCS1B03G0054200;previous_id=TraesCS1B02G027000;Name=TraesCS1B03G0054200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80898,Chr1B,IWGSC_v2.1,gene,13670547,13683383,56,-,.,ID=TraesCS1B03G0054400;previous_id=TraesCS1B02G027100;Name=TraesCS1B03G0054400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80924,Chr1B,IWGSC_v2.1,gene,13759157,13767992,57,+,.,ID=TraesCS1B03G0054700;previous_id=TraesCS1B02G027300;Name=TraesCS1B03G0054700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
80949,Chr1B,IWGSC_v2.1,gene,13977558,13982523,40,-,.,ID=TraesCS1B03G0055700;previous_id=TraesCS1B02G027500;Name=TraesCS1B03G0055700;primconf=HC;cds=CDS_OK;mapping=fullMatchWithMissmatches
81478,Chr1B,IWGSC_v2.1,gene,15963181,15964428,45,-,.,ID=TraesCS1B03G0062100;previous_id=TraesCS1B02G030900;Name=TraesCS1B03G0062100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81694,Chr1B,IWGSC_v2.1,gene,16596985,16600822,33,+,.,ID=TraesCS1B03G0065600;previous_id=TraesCS1B02G032700;Name=TraesCS1B03G0065600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81839,Chr1B,IWGSC_v2.1,gene,17346988,17352074,58,+,.,ID=TraesCS1B03G0068600;previous_id=TraesCS1B02G034500;Name=TraesCS1B03G0068600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81850,Chr1B,IWGSC_v2.1,gene,17358771,17359595,37,+,.,ID=TraesCS1B03G0068700;previous_id=TraesCS1B02G034600;Name=TraesCS1B03G0068700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81854,Chr1B,IWGSC_v2.1,gene,17360786,17362848,49,+,.,ID=TraesCS1B03G0068800;previous_id=TraesCS1B02G034700;Name=TraesCS1B03G0068800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81893,Chr1B,IWGSC_v2.1,gene,17586105,17593004,31,+,.,ID=TraesCS1B03G0070000;previous_id=TraesCS1B02G035200;Name=TraesCS1B03G0070000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81907,Chr1B,IWGSC_v2.1,gene,17666667,17668407,33,+,.,ID=TraesCS1B03G0070700;previous_id=TraesCS1B02G035400;Name=TraesCS1B03G0070700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81913,Chr1B,IWGSC_v2.1,gene,17682854,17688576,.,+,.,ID=TraesCS1B03G0070900;Name=TraesCS1B03G0070900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G035500
81923,Chr1B,IWGSC_v2.1,gene,17750080,17756482,46,+,.,ID=TraesCS1B03G0071200;previous_id=TraesCS1B02G035600;Name=TraesCS1B03G0071200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81935,Chr1B,IWGSC_v2.1,gene,17838308,17844714,58,-,.,ID=TraesCS1B03G0071400;previous_id=TraesCS1B02G035700;Name=TraesCS1B03G0071400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
81987,Chr1B,IWGSC_v2.1,gene,18158562,18160097,.,+,.,ID=TraesCS1B03G0072100;Name=TraesCS1B03G0072100;mapping=GMAP_WHOLEGENOME;previous_id=TraesCSU02G234400
81994,Chr1B,IWGSC_v2.1,gene,18159393,18160212,37,+,.,ID=TraesCS1B03G0072200;previous_id=TraesCS1B02G036200;Name=TraesCS1B03G0072200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
82094,Chr1B,IWGSC_v2.1,gene,18384069,18386615,35,+,.,ID=TraesCS1B03G0073500;previous_id=TraesCS1B02G036800;Name=TraesCS1B03G0073500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
82802,Chr1B,IWGSC_v2.1,gene,22987010,22987828,42,-,.,ID=TraesCS1B03G0087200;previous_id=TraesCS1B02G042500;Name=TraesCS1B03G0087200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
82919,Chr1B,IWGSC_v2.1,gene,23559363,23560681,36,-,.,ID=TraesCS1B03G0089600;previous_id=TraesCS1B02G043300;Name=TraesCS1B03G0089600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
82974,Chr1B,IWGSC_v2.1,gene,25162126,25171122,32,-,.,ID=TraesCS1B03G0093100;previous_id=TraesCS1B02G044100;Name=TraesCS1B03G0093100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
82984,Chr1B,IWGSC_v2.1,gene,25178103,25183313,43,-,.,ID=TraesCS1B03G0093200;previous_id=TraesCS1B02G044200;Name=TraesCS1B03G0093200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
83335,Chr1B,IWGSC_v2.1,gene,27657346,27660932,54,-,.,ID=TraesCS1B03G0099900;previous_id=TraesCS1B02G045800;Name=TraesCS1B03G0099900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
83355,Chr1B,IWGSC_v2.1,gene,27731156,27735950,50,-,.,ID=TraesCS1B03G0100000;previous_id=TraesCS1B02G045900;Name=TraesCS1B03G0100000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
83367,Chr1B,IWGSC_v2.1,gene,27781496,27784385,53,-,.,ID=TraesCS1B03G0100400;previous_id=TraesCS1B02G046000;Name=TraesCS1B03G0100400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
83984,Chr1B,IWGSC_v2.1,gene,31666712,31671977,56,+,.,ID=TraesCS1B03G0111600;previous_id=TraesCS1B02G049900;Name=TraesCS1B03G0111600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
83994,Chr1B,IWGSC_v2.1,gene,31741883,31743625,52,+,.,ID=TraesCS1B03G0111700;previous_id=TraesCS1B02G050000;Name=TraesCS1B03G0111700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
84010,Chr1B,IWGSC_v2.1,gene,33319624,33321510,45,+,.,ID=TraesCS1B03G0113400;previous_id=TraesCS1B02G051300;Name=TraesCS1B03G0113400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
87719,Chr1B,IWGSC_v2.1,gene,64243160,64248776,.,+,.,ID=TraesCS1B03G0192600;Name=TraesCS1B03G0192600;mapping=GMAP_WHOLEGENOME;previous_id=TraesCS1B02G076500
88487,Chr1B,IWGSC_v2.1,gene,69745618,69748461,51,-,.,ID=TraesCS1B03G0204400;previous_id=TraesCS1B02G081600;Name=TraesCS1B03G0204400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
88491,Chr1B,IWGSC_v2.1,gene,70204508,70204948,34,-,.,ID=TraesCS1B03G0205300;previous_id=TraesCS1B02G081700;Name=TraesCS1B03G0205300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
93070,Chr1B,IWGSC_v2.1,gene,126847372,126852483,.,-,.,ID=TraesCS1B03G0291400;Name=TraesCS1B03G0291400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G108500
93512,Chr1B,IWGSC_v2.1,gene,136454047,136460365,47,-,.,ID=TraesCS1B03G0303800;previous_id=TraesCS1B02G112200;Name=TraesCS1B03G0303800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
106809,Chr1B,IWGSC_v2.1,gene,307612686,307615594,54,+,.,ID=TraesCS1B03G0500400;previous_id=TraesCS1B02G169700;Name=TraesCS1B03G0500400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
110213,Chr1B,IWGSC_v2.1,gene,336185679,336189348,43,+,.,ID=TraesCS1B03G0542000;previous_id=TraesCS1B02G183000;Name=TraesCS1B03G0542000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
113947,Chr1B,IWGSC_v2.1,gene,367481495,367482307,34,+,.,ID=TraesCS1B03G0589200;previous_id=TraesCS1B02G201700;Name=TraesCS1B03G0589200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
126110,Chr1B,IWGSC_v2.1,gene,467108850,467112769,60,-,.,ID=TraesCS1B03G0735200;previous_id=TraesCS1B02G262300;Name=TraesCS1B03G0735200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
126118,Chr1B,IWGSC_v2.1,gene,467116987,467119593,51,+,.,ID=TraesCS1B03G0735500;previous_id=TraesCS1B02G262400;Name=TraesCS1B03G0735500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
127476,Chr1B,IWGSC_v2.1,gene,480646548,480649886,61,+,.,ID=TraesCS1B03G0754200;previous_id=TraesCS1B02G269800;Name=TraesCS1B03G0754200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
129088,Chr1B,IWGSC_v2.1,gene,492625699,492628749,39,+,.,ID=TraesCS1B03G0771800;previous_id=TraesCS1B02G277900;Name=TraesCS1B03G0771800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
129094,Chr1B,IWGSC_v2.1,gene,492633419,492636239,40,+,.,ID=TraesCS1B03G0772000;previous_id=TraesCS1B02G278000;Name=TraesCS1B03G0772000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
137977,Chr1B,IWGSC_v2.1,gene,569133087,569134677,51,+,.,ID=TraesCS1B03G0918600;previous_id=TraesCS1B02G335200;Name=TraesCS1B03G0918600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
137992,Chr1B,IWGSC_v2.1,gene,569149450,569151478,43,+,.,ID=TraesCS1B03G0918900;previous_id=TraesCS1B02G335500;Name=TraesCS1B03G0918900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
138135,Chr1B,IWGSC_v2.1,gene,570333804,570337336,51,+,.,ID=TraesCS1B03G0922300;previous_id=TraesCS1B02G336700;Name=TraesCS1B03G0922300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
138592,Chr1B,IWGSC_v2.1,gene,574548892,574551687,36,-,.,ID=TraesCS1B03G0933100;previous_id=TraesCS1B02G339800;Name=TraesCS1B03G0933100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
142656,Chr1B,IWGSC_v2.1,gene,596031354,596034337,43,+,.,ID=TraesCS1B03G0982400;previous_id=TraesCS1B02G360400;Name=TraesCS1B03G0982400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143556,Chr1B,IWGSC_v2.1,gene,604211214,604212910,61,-,.,ID=TraesCS1B03G1000900;previous_id=TraesCS1B02G366000;Name=TraesCS1B03G1000900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143629,Chr1B,IWGSC_v2.1,gene,604587872,604591952,54,+,.,ID=TraesCS1B03G1001700;previous_id=TraesCS1B02G366500;Name=TraesCS1B03G1001700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143822,Chr1B,IWGSC_v2.1,gene,605825303,605827314,36,-,.,ID=TraesCS1B03G1003600;previous_id=TraesCS1B02G367900;Name=TraesCS1B03G1003600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143830,Chr1B,IWGSC_v2.1,gene,605829855,605831667,37,-,.,ID=TraesCS1B03G1003900;previous_id=TraesCS1B02G368000;Name=TraesCS1B03G1003900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143849,Chr1B,IWGSC_v2.1,gene,605832570,605836701,38,-,.,ID=TraesCS1B03G1004000;previous_id=TraesCS1B02G368100;Name=TraesCS1B03G1004000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
143855,Chr1B,IWGSC_v2.1,gene,605837918,605839665,47,-,.,ID=TraesCS1B03G1004100;previous_id=TraesCS1B02G368200;Name=TraesCS1B03G1004100;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
145255,Chr1B,IWGSC_v2.1,gene,616544078,616555255,.,-,.,ID=TraesCS1B03G1028500;Name=TraesCS1B03G1028500;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G377400
145911,Chr1B,IWGSC_v2.1,gene,621798195,621802351,54,+,.,ID=TraesCS1B03G1039400;previous_id=TraesCS1B02G382500;Name=TraesCS1B03G1039400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
147300,Chr1B,IWGSC_v2.1,gene,633149852,633151840,36,+,.,ID=TraesCS1B03G1063500;previous_id=TraesCS1B02G393000;Name=TraesCS1B03G1063500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
147431,Chr1B,IWGSC_v2.1,gene,633302441,633306433,48,+,.,ID=TraesCS1B03G1064700;previous_id=TraesCS1B02G393600;Name=TraesCS1B03G1064700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
147899,Chr1B,IWGSC_v2.1,gene,635697612,635701405,30,-,.,ID=TraesCS1B03G1072200;previous_id=TraesCS1B02G397000;Name=TraesCS1B03G1072200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
147905,Chr1B,IWGSC_v2.1,gene,635705594,635706460,35,-,.,ID=TraesCS1B03G1072300;previous_id=TraesCS1B02G397100;Name=TraesCS1B03G1072300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
147989,Chr1B,IWGSC_v2.1,gene,636724288,636726570,41,+,.,ID=TraesCS1B03G1075400;previous_id=TraesCS1B02G398500;Name=TraesCS1B03G1075400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148297,Chr1B,IWGSC_v2.1,gene,638260294,638265241,54,-,.,ID=TraesCS1B03G1080400;previous_id=TraesCS1B02G400600;Name=TraesCS1B03G1080400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148311,Chr1B,IWGSC_v2.1,gene,638279869,638282208,36,-,.,ID=TraesCS1B03G1080700;previous_id=TraesCS1B02G400800;Name=TraesCS1B03G1080700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148540,Chr1B,IWGSC_v2.1,gene,639070994,639075016,55,-,.,ID=TraesCS1B03G1083400;previous_id=TraesCS1B02G402100;Name=TraesCS1B03G1083400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148657,Chr1B,IWGSC_v2.1,gene,639810255,639821848,.,-,.,ID=TraesCS1B03G1085900;Name=TraesCS1B03G1085900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G403200
148667,Chr1B,IWGSC_v2.1,gene,640345497,640353148,49,-,.,ID=TraesCS1B03G1086600;previous_id=TraesCS1B02G403300;Name=TraesCS1B03G1086600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148685,Chr1B,IWGSC_v2.1,gene,640364191,640372402,.,-,.,ID=TraesCS1B03G1086800;Name=TraesCS1B03G1086800;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G403400
148696,Chr1B,IWGSC_v2.1,gene,640373345,640386188,.,-,.,ID=TraesCS1B03G1086900;Name=TraesCS1B03G1086900;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G403500
148820,Chr1B,IWGSC_v2.1,gene,640849605,640854524,46,-,.,ID=TraesCS1B03G1088200;previous_id=TraesCS1B02G404300;Name=TraesCS1B03G1088200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
148828,Chr1B,IWGSC_v2.1,gene,640855120,640860057,43,+,.,ID=TraesCS1B03G1088300;previous_id=TraesCS1B02G404400;Name=TraesCS1B03G1088300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
149939,Chr1B,IWGSC_v2.1,gene,648010001,648012838,38,+,.,ID=TraesCS1B03G1119700;previous_id=TraesCS1B02G415600;Name=TraesCS1B03G1119700;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
150007,Chr1B,IWGSC_v2.1,gene,648595089,648602239,44,+,.,ID=TraesCS1B03G1121800;previous_id=TraesCS1B02G416200;Name=TraesCS1B03G1121800;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
150229,Chr1B,IWGSC_v2.1,gene,649554505,649569638,.,-,.,ID=TraesCS1B03G1126000;Name=TraesCS1B03G1126000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G418100
152884,Chr1B,IWGSC_v2.1,gene,668948439,668949896,36,-,.,ID=TraesCS1B03G1179600;previous_id=TraesCS1B02G438100;Name=TraesCS1B03G1179600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152890,Chr1B,IWGSC_v2.1,gene,669058858,669060318,26,-,.,ID=TraesCS1B03G1179900;previous_id=TraesCS1B02G438200;Name=TraesCS1B03G1179900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152894,Chr1B,IWGSC_v2.1,gene,669069875,669072702,.,-,.,ID=TraesCS1B03G1180000;Name=TraesCS1B03G1180000;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G438300
152906,Chr1B,IWGSC_v2.1,gene,669136749,669140656,47,-,.,ID=TraesCS1B03G1180600;previous_id=TraesCS1B02G438500;Name=TraesCS1B03G1180600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152914,Chr1B,IWGSC_v2.1,gene,669157816,669163559,52,-,.,ID=TraesCS1B03G1180900;previous_id=TraesCS1B02G438600;Name=TraesCS1B03G1180900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152926,Chr1B,IWGSC_v2.1,gene,669291097,669295072,52,-,.,ID=TraesCS1B03G1181300;previous_id=TraesCS1B02G438800;Name=TraesCS1B03G1181300;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152953,Chr1B,IWGSC_v2.1,gene,669327366,669329621,50,-,.,ID=TraesCS1B03G1181900;previous_id=TraesCS1B02G439100;Name=TraesCS1B03G1181900;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152961,Chr1B,IWGSC_v2.1,gene,669374285,669378959,52,-,.,ID=TraesCS1B03G1182200;previous_id=TraesCS1B02G439200;Name=TraesCS1B03G1182200;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
152982,Chr1B,IWGSC_v2.1,gene,669465165,669474355,49,-,.,ID=TraesCS1B03G1182500;previous_id=TraesCS1B02G439300;Name=TraesCS1B03G1182500;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
153002,Chr1B,IWGSC_v2.1,gene,669531875,669537097,51,-,.,ID=TraesCS1B03G1182600;previous_id=TraesCS1B02G439400;Name=TraesCS1B03G1182600;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
153753,Chr1B,IWGSC_v2.1,gene,671384226,671390910,.,-,.,ID=TraesCS1B03G1187800;Name=TraesCS1B03G1187800;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G442200
154488,Chr1B,IWGSC_v2.1,gene,675523872,675537968,.,-,.,ID=TraesCS1B03G1199400;Name=TraesCS1B03G1199400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G447000
154526,Chr1B,IWGSC_v2.1,gene,675673442,675677690,42,+,.,ID=TraesCS1B03G1200000;previous_id=TraesCS1B02G447200;Name=TraesCS1B03G1200000;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
154538,Chr1B,IWGSC_v2.1,gene,675686985,675709639,.,+,.,ID=TraesCS1B03G1200200;Name=TraesCS1B03G1200200;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G447400
156275,Chr1B,IWGSC_v2.1,gene,682424284,682432183,62,-,.,ID=TraesCS1B03G1235400;previous_id=TraesCS1B02G460100;Name=TraesCS1B03G1235400;primconf=HC;cds=CDS_OK;mapping=fullPerfectMatch
157374,Chr1B,IWGSC_v2.1,gene,685341163,685360093,.,+,.,ID=TraesCS1B03G1247400;Name=TraesCS1B03G1247400;cds=CDS_OK;mapping=GMAP_ON_TARGET;previous_id=TraesCS1B02G466400
