Gene ID,Clade,ipTM,pTM,AF confidence score,Amino acids,CC,NB,LRR,Additional,Lacked domains,ID,Remarks,,
TRAESCS3B03G1201100,CC,0.97,0.82,0.94,982,1-145,146-490 ,491-982,,,,,,
TRAESCS3B03G1201200,CC,0.96,0.82,0.932,982,1-145,146-490 ,491-969,970-982,,,C-terminal extension (a loop),,
TRAESCS3B03G0203400,CC,0.95,0.77,0.914,988,1-149,150-495,496-971,972-988,,,C-terminal extension (a loop),,
TRAESCS3B03G0203600,CC,0.96,0.81,0.93,988,1-149,150-495,496-971,972-988,,,C-terminal extension (a loop),,
TRAESCS3A03G0162400,CC,0.96,0.79,0.926,989,1-149,150-495,496-976,977-989,,,C-terminal extension (a loop),,
TRAESCS3A03G0162100,CC,0.97,0.82,0.94,987,1-149,150-495,496-975,976-987,,,C-terminal extension (a loop),,
TRAESCS3B03G0203500,CC,0.97,0.68,0.912,565,1-152,153-495,496-565,,,,Short LRR,,
TRAESCS3D03G0144500,CC,0.95,0.49,0.858,900,1-150,151-478,479-887,888-900,,,C-terminal extension (a loop),,
TRAESCS7A03G0910600,CC,0.96,0.76,0.92,998,1-160,161-507,508-998,,,,,,
TRAESCS4B03G0942800,CC,0.96,0.75,0.918,824,1-81,82-428,429-824,,,,Short CC,,
TRAESCS5A03G0713600,CC,0.96,0.78,0.924,1021,1-157,158-503,504-1021,,,,,,
TRAESCS5B03G0753300,CC,0.97,0.83,0.942,1021,1-153,154-503,504-1021,,,,,,
TRAESCS3B03G0188700,CC,0.97,0.84,0.944,1001,1-151,152-504,505-1001,,,,,,
TRAESCS3B03G0187200,CC,0.97,0.85,0.946,1016,1-157,158-504,505-1016,,,,,,
TRAESCS3A03G0146900,CC,0.97,0.86,0.948,1017,1-161,162-504,505-1017,,,,,,
TRAESCS3B03G0190900,CC,0.96,0.83,0.934,1021,1-154,155-504,505-1014,1015-1023,,,C-terminal extension (a loop),,
TRAESCS2B03G1520300,CC,0.96,0.82,0.932,1010,1-156,157-507,508-1010,,,,,,
TRAESCS3A03G0151400,CC,0.95,0.52,0.864,934,1-158,159-504,505-934,,,,,,
TRAESCS3B03G0187800,CC,0.97,0.81,0.938,662,1-156,157-504,505-662,,,,Short LRR,,
TRAESCS3B03G0194400,CC,0.97,0.84,0.944,1016,1-154,155-503,504-1016,,,,,,
TRAESCS3D03G0132000,CC,0.97,0.8,0.936,611,1-157,158-503,504-611,,,,Short LRR,,
TRAESCS3A03G0145300,CC,0.97,0.84,0.944,1018,1-155,156-504,505-1018,,,,,,
TRAESCS3A03G0146800,CC,0.96,0.84,0.936,1013,1-159,160-503,504-1013,,,,,,
TRAESCS3B03G0193600,CC,0.96,0.63,0.894,547,1-159,160-505,506-547,,,,Short LRR,,
TRAESCS3B03G0189500,CC,0.96,0.96,0.96,547,1-159,160-505,506-547,,,,Short LRR,,
TRAESCS3B03G0188500,CC,0.88,0.66,0.836,955,1-209,210-465,466-957,,,,"Long CC, short NB",,
TRAESCS3A03G0147000,CC,0.91,0.53,0.834,351,1-160,161-351,,,,,"Short NB, no LRR",,
TRAESCS3A03G0150400,CC,0.97,0.86,0.948,1007,1-159,160-504,505-1007,,,,,,
TRAESCS3B03G0187500,CC,0.96,0.81,0.93,1009,1-159,160-496,497-1009,,,,,,
TRAESCS3A03G0145400,CC,0.97,0.59,0.894,463,1-159,160-463,,,,,No LRR,,
TRAESCS3A03G0146100,CC,0.97,0.65,0.906,558,1-159,160-502,503-558,,,,Short LRR,,
TRAESCS3A03G0146300,CC,0.97,0.57,0.89,471,1-159,160-471,,,,,No LRR,,
TRAESCS3A03G0148300,CC,0.97,0.76,0.928,603,1-159,160-505,506-603,,,,Short LRR,,
TRAESCS3D03G0131800,CC,0.97,0.83,0.942,1021,1-159,160-507,508-1021,,,,,,
TRAESCS3B03G0187000,CC,0.97,0.79,0.934,869,1-154,155-500,501-869,,,,,,
TRAESCS3B03G0188200,CC,0.97,0.79,0.934,279,1-159,160-279,,,,,"Short NB, no LRR",,
TRAESCS3B03G0194200,CC,0.92,0.73,0.882,993,1-149,150-479,480-993,,,,,,
TRAESCS3B03G0191000,CC,0.94,0.46,0.844,272,1-157,158-272,,,,,"Short NB, no LRR",,
TRAESCS3B03G1476000,CC,0.94,0.54,0.86,379,1-159,160-370,,,,,"Short NB, no LRR",,
TRAESCS3B03G1475900,CC,0.95,0.54,0.868,379,1-159,160-370,,,,,"Short NB, no LRR",,
TRAESCS3B03G1476100,CC,0.94,0.75,0.902,1077,1-159,160-523,524-1077,,,,,,
TRAESCS3B03G1475800,CC,0.95,0.75,0.91,1077,1-159,160-523,524-1077,,,,,,
TRAESCS3D03G1168000,CC,0.95,0.77,0.914,1081,1-159,160-523,524-1081,,,,,,
TRAESCS2D03G1341400,CC,0.95,0.79,0.918,1044,1-169,170-539,540-1044,,,,,,
TRAESCS1D03G0588900,CC,0.96,0.76,0.92,1052,1-169,170-543,544-1052,,,,,,
TRAESCS1A03G0627700,CC,0.97,0.81,0.938,1044,1-169,170-543,544-1052,,,,,,
TRAESCSU03G0060300,CC,0.78,0.58,0.74,1061,1-156,157-478,479-1015,1016-1061,,,C-terminal extension (an α-helix),,
TRAESCS7A03G0097600,CC,0.96,0.63,0.894,387,1-156,157-387,,,,,"Short NB, no LRR",,
TRAESCS7D03G0089000,CC,0.97,0.66,0.908,522,1-156,157-522,,,,,No LRR,,
TRAESCS4A03G0776800,CC,0.94,0.68,0.888,851,1-190,191-540,541-851,,,,,,
TRAESCS6A03G0044800,CC,0.97,0.66,0.908,527,1-154,155-527,,,,,No LRR,,
TRAESCS5A03G0094400,CC,0.95,0.77,0.914,1072,1-154,155-511,512-1072,,,,,,
TRAESCS2A03G1156600,CC,0.95,0.76,0.912,1147,1-230,231-588,589-1130,1131-1147,,,Long CC (a long loop),,
TRAESCS2B03G1313600,CC,0.95,0.8,0.92,1069,1-154,155-510,511-1053,1054-1069,,,,,
TRAESCS3A03G0090200,CC,0.96,0.85,0.938,876,,1-330,331-876,,,,No CC,,
TRAESCS3B03G0088800,CC,0.95,0.75,0.91,1139,1-236,237-590,591-1139,,,,Long CC (a long loop),,
TRAESCS4D03G0006900,CC,0.94,0.76,0.904,1064,1-153,154-510,511-1064,,,,,,
TRAESCS4A03G0775600,CC,0.87,0.49,0.794,337,1-153,154-337,,,,,"Short NB, no LRR",,
TRAESCS4D03G0006600,CC,0.96,0.82,0.932,1066,1-149,150-510,511-1066,,,,,,
TRAESCS4B03G0010200,CC,0.96,0.82,0.932,1066,1-149,150-510,511-1066,,,,,,
TRAESCS4B03G0008500,CC,0.97,0.66,0.908,397,1-131,132-397,,,,,"Short NB, no LRR",,
TRAESCS1A03G0912100,CC,0.96,0.73,0.914,1227,1-151,152-510,511-1053,1054-1227,,,C-terminal extension (a long α-helix),,
TRAESCS1B03G1072300,CC,0.87,0.46,0.788,288,1-156,157-288,,,,,"Short NB, no LRR",,
TRAESCS1D03G0890400,CC,0.96,0.82,0.932,1072,1-156,157-508,509-1053,1054-1072,,,C-terminal extension (a loop),,
TRAESCS5B03G1041900,CC,0.64,0.47,0.606,1876,1-182,"183-489, 1025-1400","490-1024, 1401-1828",1829-1876,,,"2xNB, 2xLRR, C-terminal extension (a loop)",,
TRAESCS6D03G0916300,CC,0.97,0.71,0.918,541,1-154,155-541,,,,,No LRR,,
TRAESCS6A03G1037000,CC,0.96,0.81,0.93,1069,1-158,159-514,515-1051,1052-1069,,,C-terminal extension (an α-helix),,
TRAESCS6B03G0162500,CC,0.91,0.66,0.86,1421,1-158,159-511,512-1051,1052-1421,,,C-terminal extension (nuclease),,
TRAESCS6B03G0162300,CC,0.95,0.78,0.916,1002,1-174,175-523,524-936,937-1002,,,C-terminal extension (a loop),,
TRAESCS6A03G0115900,CC,0.95,0.69,0.898,1440,1-158,159-511,512-1058,1059-1440,,,C-terminal extension (nuclease),,
TRAESCS6A03G0116900,CC,0.95,0.72,0.904,1204,1-162,163-511,512-1049,1050-1204,,,C-terminal extension (?),,
TRAESCS6B03G0165100,CC,0.93,0.65,0.874,1416,1-150,151-507,508-1040,1041-1416,,,C-terminal extension (nuclease),,
TRAESCS6A03G0117000,CC,0.96,0.7,0.908,1428,1-158,159-511,512-1054,1055-1428,,,C-terminal extension (nuclease),,
TRAESCS6A03G0116200,CC,0.95,0.65,0.89,1435,1-158,159-511,512-1057,1058-1435,,,C-terminal extension (nuclease),,
TRAESCS6B03G0163600,CC,0.95,0.67,0.894,1441,1-158,159-511,512-1057,1058-1441,,,C-terminal extension (nuclease),,
TRAESCS6B03G0166100,CC,0.95,0.75,0.91,961,1-53,54-425,426-961,,,,Short CC,,
TRAESCS6B03G0164600,CC,0.95,0.63,0.886,1470,1-158,159-511,512-1057,1058-1470,,,C-terminal extension (nuclease),,
TRAESCS6B03G0163000,CC,0.97,0.68,0.912,573,1-161,162-510,511-573,,,,Short LRR,,
TRAESCS6B03G0164000,CC,0.95,0.81,0.922,913,1-161,162-515,516-913,,,,,,
TRAESCS7A03G0820800,CC,0.92,0.82,0.9,1067,1-161,162-518,519-1067,,,,,,
TRAESCS7A03G1388000,CC,0.97,0.84,0.944,718,,1-355,356-718,,,,No CC,,
TRAESCS7D03G1305000,CC,0.97,0.57,0.89,474,1-161,162-474,,,,,No LRR,,
TRAESCS7B03G1337800,CC,0.96,0.76,0.92,843,1-165,166-514,515-843,,,,,,
TRAESCS7A03G1384100,CC,0.96,0.78,0.924,669,1-69,70-427,428-669,,,,,,
TRAESCS7A03G1387100,CC,0.92,0.6,0.856,1432,1-158,159-483,484-1023,1024-1432,,,C-terminal extension (nuclease),,
TRAESCS3B03G1380400,CC,0.96,0.7,0.908,1413,1-158,159-427,428-1047,1048-1413,,,C-terminal extension (nuclease),,
TRAESCS7D03G1105800,CC,0.98,0.66,0.916,541,1-183,184-541,,,,,No LRR,,
TRAESCS7B03G1024100,CC,0.97,0.59,0.894,487,1-194,195-487,,,,,"Long CC, no LRR",,
TRAESCS7B03G1337400,CC,0.97,0.85,0.946,742,1-157,158-513,514-742,,,,Short LRR,,
TRAESCS7A03G1385900,CC,0.96,0.78,0.924,1068,1-154,155-514,515-1068,,,,,,
TRAESCS7D03G1304700,CC,0.96,0.81,0.93,709,1-154,155-516,517-709,,,,,,
TRAESCS7B03G1337000,CC,0.9,0.41,0.802,266,1-154,155-266,,,,,"Short NB, no LRR",,
TRAESCS7B03G1340100,CC,0.84,0.39,0.75,255,1-154,155-255,,,,,"Short NB, no LRR",,
TRAESCS7B03G1337200,CC,0.95,0.67,0.894,1429,1-159,160-514,515-1047,1048-1429,,,C-terminal extension (nuclease),,
TRAESCS7B03G1338400,CC,0.87,0.48,0.792,368,1-154,155-368,,,,,"Short NB, no LRR",,
TRAESCS7B03G1338000,CC,0.96,0.82,0.932,672,1-160,161-515,516-672,,,,,,
TRAESCS7B03G1336500,CC,0.96,0.81,0.93,1095,1-159,160-514,515-1047,1048-1095,,,C-terminal extension (an α-helix),,
TRAESCS7D03G1304100,CC,0.96,0.73,0.914,1419,1-159,160-514,515-1047,1048-1419,,,C-terminal extension (nuclease),,
TRAESCS7D03G1303500,CC,0.96,0.8,0.928,1005,1-153,154-514,515-1005,,,,,,
TRAESCS7B03G1340300,CC,0.96,0.73,0.914,1419,1-159,160-514,515-1050,1051-1419,,,C-terminal extension (nuclease),,
TRAESCS7D03G1303700,CC,0.96,0.7,0.908,1429,1-145,146-515,516-1054,1055-1429,,,C-terminal extension (nuclease),,
TRAESCS7A03G1385000,CC,0.58,0.53,0.57,203,1-203,,,,,,"No NB, no LRR",,
TRAESCS5A03G0177300,CC-R,0.91,0.62,0.852,845,1-171,172-530,531-845,,,,Long CC (a loop),,
TRAESCS5D03G0195700,CC-R,0.93,0.65,0.874,858,1-194,195-543,544-858,,,,Long CC (a loop),,
TRAESCS5B03G0188100,CC-R,0.93,0.65,0.874,858,1-178,179-543,544-858,,,,Long CC (a loop),,
TRAESCS2B03G1439300,CC-G10,0.95,0.72,0.904,928,1-146,147-498,499-928,,,,,,
TRAESCS4B03G0026600,CC-G10,0.96,0.71,0.91,1023,1-235,236-595,596-1023,,,,Long CC,,
TRAESCS7A03G1375300,CC-G10,0.95,0.76,0.912,930,1-141,142-497,498-930,,,,,,
TRAESCS7D03G1229600,CC-G10,0.94,0.71,0.894,927,1-146,147-494,495-929,,,,,,
TRAESCS3A03G0782100,CC-G10,0.96,0.75,0.918,908,1-141,142-484,485-908,,,,,,
TRAESCS3B03G0899600,CC-G10,0.96,0.75,0.918,908,1-143,144-485,486-908,,,,,,
TRAESCS3D03G0721700,CC-G10,0.96,0.74,0.916,909,1-138,139-484,485-909,,,,,,
TRAESCS2A03G0929500,CC-G10,0.96,0.67,0.902,681,1-154,155-495,496-682,,,,Short LRR,,
TRAESCS2D03G0868400,CC-G10,0.95,0.64,0.888,944,1-149,150-490,491-944,,,,,,
TRAESCS2A03G0930000,CC-G10,0.96,0.68,0.904,919,1-148,149-492,493-919,,,,,,
TRAESCS2D03G0868900,CC-G10,0.97,0.84,0.944,768,,1-338,339-768,,,,No CC,,
TRAESCS2B03G1021500,CC-G10,0.97,0.72,0.92,919,1-152,153-493,494-919,,,,,,
TRAESCS2D03G0868500,CC-G10,0.97,0.69,0.914,919,1-150,151-493,494-919,,,,,,
TRAESCS3D03G1108500,CC-G10,0.95,0.72,0.904,961,1-143,144-490,491-961,,,,,,
TRAESCS3D03G1109500,CC-G10,0.93,0.53,0.85,912,1-136,137-461,462-912,,,,,,
TRAESCS3B03G1389300,CC-G10,0.89,0.42,0.796,511,1-150,151-384,385-511,,,,"Short NB, short LRR",,
TRAESCS3B03G1390100,CC-G10,0.94,0.74,0.9,913,1-148,149-524,525-913,,,,,,
TRAESCS4A03G0168800,CC-G10,0.96,0.78,0.924,916,1-140,141-496,497-916,,,,,,
TRAESCS4B03G0606400,CC-G10,0.96,0.78,0.924,916,1-145,146-496,497-916,,,,,,
TRAESCS4D03G0537600,CC-G10,0.95,0.76,0.912,916,1-146,147-497,498-916,,,,,,
TRAESCS1D03G0921100,CC-G10,0.79,0.61,0.754,883,1-139,140-426,427-883,,,,,,
TRAESCS1B03G1119700,CC-G10,0.95,0.68,0.896,910,1-139,140-486,487-910,,,,,,
TRAESCS6D03G0932000,CC-G10,0.94,0.57,0.866,1277,"1-148, 392-494","149-391, 495-850",851-1277,,,,"2xCC, 2xNB",,
TRAESCS6B03G1304100,CC-G10,0.87,0.56,0.808,1272,"1-147, 392-488","148-391, 489-843",844-1272,,,,"2xCC, 2xNB",,
TRAESCS5D03G1083600,CC-G10,0.92,0.62,0.86,1146,,357-728,729-1146,1-356,,,"No CC, N-terminal extension (kinase)",,
TRAESCS5B03G1201100,CC-G10,0.93,0.64,0.872,1103,,263-681,682-1103,1-262,,,"No CC, N-terminal extension (kinase)",,
TRAESCS5A03G1131400,CC-G10,0.93,0.67,0.878,1004,,244-581,582-1003,1-243,,,"No CC, N-terminal extension (kinase)",,
TRAESCS5D03G1083500,CC-G10,0.85,0.63,0.806,1153,,388-731,732-1153,1-387,,,"No CC, N-terminal extension (kinase)",,
TRAESCS5D03G1082800,CC-G10,0.95,0.7,0.9,953,,201-538,539-953,1-200,,,"No CC, N-terminal extension (kinase)",,
TRAESCS3D03G0171400,CC,0.94,0.61,0.874,896,,1-346,347-896,,,,"No CC, twisted LRR",,
TRAESCS3B03G0234100,CC,0.95,0.63,0.886,896,,1-342,343-898,,,,"No CC, twisted LRR",,
TRAESCS3A03G0192400,CC,0.92,0.69,0.874,278,,1-278,,,,,"No CC, no LRR",,
TRAESCS1D03G0607400,CC,0.96,0.75,0.918,1058,1-141,142-503,504-1058,,,,,,
TRAESCS7B03G0895800,CC,0.97,0.85,0.946,879,1-182,183-533,534-879,,,,Long CC,,
TRAESCS6B03G1178400,CC,0.97,0.56,0.888,601,1-204,205-601,,,,,"Long CC, no LRR",,
TRAESCS6D03G0843500,CC,0.97,0.8,0.936,866,1-179,180-529,530-866,,,,,,
TRAESCS7B03G0912000,CC,0.94,0.71,0.894,1233,1-149,150-506,507-1235,,,,Long LRR,,
TRAESCS4A03G1248700,CC,0.93,0.58,0.86,355,1-154,155-355,,,,,"Short NB, no LRR",,
TRAESCS5D03G0888500,CC,0.94,0.75,0.902,1202,1-152,153-519,520-1206,,,,Long LRR,,
TRAESCS7B03G0152700,CC,0.95,0.73,0.906,740,1-147,148-498,499-742,,,,Short LRR,,
TRAESCS7D03G0002300,CC,0.94,0.69,0.89,1103,1-58,59-410,411-1105,,,,"Short CC, long LRR",,
TRAESCS7A03G0003400,CC,0.96,0.78,0.924,983,1-194,195-552,553-985,,,,Long CC,,
TRAESCS7D03G0003900,CC,0.97,0.6,0.896,433,1-152,153-433,,,,,"Short NB, no LRR",,
TRAESCS7D03G0005800,CC,0.86,0.45,0.778,261,1-148,149-261,,,,,"Short NB, no LRR",,
TRAESCS7A03G0003300,CC,0.94,0.69,0.89,1208,1-148,149-501,502-1208,,,,Long LRR,,
TRAESCS4A03G1247600,CC,0.95,0.79,0.918,947,1-148,149-510,511-947,,,,,,
TRAESCS7A03G0005700,CC,0.94,0.66,0.884,1207,1-148,149-505,506-1207,,,,Long LRR,,
TRAESCS3B03G1244900,CC,0.95,0.78,0.916,907,1-148,149-512,513-907,,,,,,
TRAESCS7D03G0005900,CC,0.83,0.55,0.774,1455,513-666,667-1017,1018-1455,1-512,,,"N-terminal extension (kinase, Ig)",,
TRAESCS4A03G1247500,CC,0.96,0.79,0.926,956,1-155,156-512,513-956,,,,,,
TRAESCS5A03G0059700,CC,0.95,0.75,0.91,1188,1-155,156-512,513-1167,1168-1188,,,C-terminal extension (an α-helix),,
TRAESCS5D03G0713500,CC,0.94,0.73,0.898,1187,1-155,156-497,498-1157,1158-1187,,,,,
TRAESCS7D03G0038900,CC,0.96,0.59,0.886,373,1-155,156-373,,,,,"Short NB, no LRR",,
TRAESCS7D03G0041300,CC,0.96,0.83,0.934,710,1-155,156-512,513-710,,,,Short LRR,,
TRAESCS7A03G0043800,CC,0.95,0.74,0.908,732,1-155,156-509,510-732,,,,Short LRR,,
TRAESCS4A03G1185000,CC,0.94,0.68,0.888,1284,1-155,156-515,516-1284,,,,Long LRR,,
TRAESCS7D03G0038000,CC,0.96,0.79,0.926,772,1-155,156-509,510-772,,,,Short LRR,,
TRAESCS7A03G0043400,CC,0.96,0.79,0.926,750,1-160,161-526,527-750,,,,Short LRR,,
TRAESCS7D03G0041000,CC,0.97,0.7,0.916,560,1-125,126-481,482-560,,,,Short LRR,,
TRAESCS7D03G0040100,CC,0.95,0.76,0.912,854,1-105,106-470,471-854,,,,,,
TRAESCS7D03G0038400,CC,0.94,0.77,0.906,1151,1-155,156-512,513-1151,,,,Long LRR,,
TRAESCS5B03G0087600,CC,0.97,0.58,0.892,459,1-147,148-459,,,,,"Short NB, no LRR",,
TRAESCS4A03G1185500,CC,0.95,0.7,0.9,1192,1-155,156-512,513-1108,1109-1192,,,"Long LRR, C-terminal extension (a long loop)",,
TRAESCS7D03G0039100,CC,0.95,0.76,0.912,1151,1-147,148-506,507-1151,,,,,,
TRAESCS5B03G0087800,CC,0.98,0.74,0.932,453,1-84,85-453,,,,,"Short CC, no LRR",,
TRAESCS4A03G1187200,CC,0.96,0.85,0.938,664,,1-340,341-647,648-664,,,"Short LRR, C-terminal extension (a loop)",,
TRAESCS7A03G0219200,CC,0.97,0.66,0.908,514,1-147,148-514,,,,,No LRR,,
TRAESCS4A03G1186200,CC,0.97,0.6,0.896,434,1-147,148-434,,,,,"Short NB, no LRR",,
TRAESCS4A03G1184000,CC,0.95,0.78,0.916,771,1-147,148-508,509-771,,,,Short LRR,,
TRAESCS3B03G1230100,CC,0.96,0.82,0.932,967,1-147,148-514,515-967,,,,,,
TRAESCS7D03G0037600,CC,0.97,0.71,0.918,605,1-163,164-605,,,,,No LRR,,
TRAESCS7A03G0015600,CC,0.66,0.48,0.624,2362,"1-147, 1289-1595","148-516, 1596-1946","517-1288, 1947-2362",,,,"2xCC, 2xNB, 2xLRR",,
TRAESCS7D03G0037500,CC,0.97,0.8,0.936,735,1-191,192-551,552-735,,,,"Long CC, short LRR",,
TRAESCS7D03G0276800,CC,0.97,0.59,0.894,448,1-191,192-448,,,,,"Long CC, short CC, no LRR",,
TRAESCS7D03G0276600,CC,0.96,0.81,0.93,1061,1-155,156-512,513-1025,1026-1061,,,C-terminal extension (a loop),,
TRAESCS7A03G0297800,CC,0.97,0.66,0.908,597,1-155,156-523,524-597,,,,Short LRR,,
TRAESCS7D03G0275700,CC,0.96,0.7,0.908,1041,1-155,156-507,508-1017,1018-1041,,,C-terminal extension (a loop),,
TRAESCS7B03G0067300,CC,0.97,0.66,0.908,402,1-155,156-402,,,,,"Short NB, no LRR",,
TRAESCS7B03G0067100,CC,0.95,0.75,0.91,1075,1-155,156-523,524-1030,1031-1075,,,C-terminal extension (a loop),,
TRAESCS7B03G0067400,CC,0.96,0.79,0.926,1089,1-155,156-510,511-1021,1022-1089,,,C-terminal extension (a loop & α-helix),,
TRAESCS7D03G0276200,CC,0.96,0.8,0.928,719,1-155,156-510,511-703,704-719,,,"Short LRR, C-terminal extension (a loop)",,
TRAESCS7B03G0066900,CC,0.97,0.67,0.91,617,1-155,156-530,531-617,,,,Short LRR,,
TRAESCS7D03G0276700,CC,0.96,0.78,0.924,1156,1-227,228-598,599-1116,1117-1156,,,"Long CC, C-terminal extension (a loop)",,
TRAESCS7D03G0277100,CC,0.93,0.59,0.862,278,1-92,93-278 ,,,,,"Short CC, short NB, no LRR",,
TRAESCS3D03G1092200,CC,0.94,0.61,0.874,1328,1-150,151-497,498-1328,,,,Long LRR,,
TRAESCS3B03G1363300,CC,0.93,0.46,0.836,1144,1-118,119-311,312-1144,,,,"Short CC, short NB, long LRR",,
TRAESCS1B03G1247400,CC,0.93,0.69,0.882,1224,1-155,156-509,510-1224,,,,Long LRR,,
TRAESCS1B03G1247900,CC,0.97,0.61,0.898,407,1-178,179-407,,,,,"Short NB, no LRR",,
TRAESCS1B03G1247500,CC,0.94,0.75,0.902,1250,1-195,196-552,553-1250,,,,"Long CC (a loop), long LRR",,
TRAESCS1B03G0111600,CC,0.95,0.76,0.912,1204,1-147,148-507,508-1204,,,,Long LRR,,
TRAESCS1D03G0081200,CC,0.95,0.79,0.918,1229,1-147,148-507,508-1194,1195-1229,,,"Long LRR, C-terminal extension (a loop)",,
TRAESCS1B03G0113400,CC,0.94,0.79,0.91,628,,1-373,374-610,611-628,,,"No CC, short LRR, C-terminal extension (a loop)",,
TRAESCS1B03G0111700,CC,0.97,0.68,0.912,578,1-147,148-510,511-578,,,,Short LRR,,
TRAESCSU03G0136700,CC,0.97,0.67,0.91,551,1-127,128-483,484-551,,,,"Short CC, short LRR",,
TRAESCS3A03G1226800,CC,0.95,0.74,0.908,1271,1-157,158-523,524-1249,1250-1271,,,"Long LRR, C-terminal extension (a loop)",,
TRAESCS3B03G1468400,CC,0.95,0.74,0.908,1270,1-157,158-523,524-1249,1250-1270,,,"Long LRR, C-terminal extension (a loop)",,
TRAESCS3B03G1474100,CC,0.95,0.77,0.914,1282,1-157,158-525,526-1261,1262-1282,,,"Long LRR, C-terminal extension (a loop)",,
TRAESCS3B03G1468700,CC,0.95,0.72,0.904,1268,1-157,158-520,521-1268,,,,Long LRR,,
TRAESCS3A03G1227100,CC,0.95,0.6,0.88,360,1-153,154-360,,,,,"Short NB, no LRR",,
TRAESCS7B03G1224700,CC,0.94,0.8,0.912,1235,1-167,168-548,549-1212,1213-1235,,,"Long LRR, C-terminal extension (a loop)",,
TRAESCS7B03G1223100,CC,0.93,0.62,0.868,1248,1-167,168-526,527-1180,1181-1248,,,"C-terminal extension (a loop, an α-helix)",,
TRAESCS7B03G1218300,CC,0.96,0.61,0.89,506,1-157,158-506,,,,,No LRR,,
TRAESCS7A03G1303800,CC,0.94,0.8,0.912,914,1-157,158-545,546-914,,,,,,
TRAESCS7D03G1234300,CC,0.92,0.72,0.88,1373,141-292,293-658,659-1348,"1-140, 1349-1373",,,N- & C-terminal extension (? & a loop),,
TRAESCS7B03G1224000,CC,0.94,0.61,0.874,414,1-157,158-414,,,,,"Short NB, no LRR",,
TRAESCS7A03G1304000,CC,0.95,0.77,0.914,1176,1-119,120-494,495-1158,1159-1176,,,C-terminal extension (an α-helix),,
TRAESCS7B03G1225100,CC,0.94,0.69,0.89,1141,1-45,46-423,424-1117,1118-1141,,,"Short CC, C-terminal extension (a loop)",,
TRAESCS7A03G1300200,CC,0.95,0.75,0.91,1299,1-200,201-567,568-1277,1278-1299,,,"Long CC, C-terminal extension (a loop)",,
TRAESCS7B03G1219100,CC,0.95,0.75,0.91,1269,1-168,169-539,540-1242,1243-1269,,,C-terminal extension (a loop),,
TRAESCS7D03G1232200,CC,0.95,0.75,0.91,1265,1-168,169-539,540-1242,1243-1265,,,C-terminal extension (a loop),,
TRAESCS7B03G1222700,CC,0.95,0.48,0.856,988,1-158,159-507,508-967,968-988,,,C-terminal extension (a loop),,
TRAESCS7D03G1234400,CC,0.92,0.51,0.838,520,1-158,159-520,,,,,No LRR,,
TRAESCS7B03G1222200,CC,0.95,0.76,0.912,1238,1-158,159-525,526-1217,1218-1238,,,C-terminal extension (a loop),,
TRAESCS7B03G1224900,CC,0.94,0.77,0.906,1239,1-158,159-525,526-1217,1218-1239,,,C-terminal extension (a loop),,
TRAESCS1A03G0022300,CC,0.95,0.71,0.902,1510,1-158,159-517,518-1435,1436-1510,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1D03G0020000,CC,0.84,0.52,0.776,304,1-143,144-304,,,,,"Short NB, no LRR",,
TRAESCS1A03G0024900,CC,0.94,0.78,0.908,825,1-151,152-520,521-825,,,,,,
TRAESCS1D03G0013000,CC,0.95,0.68,0.896,1433,1-156,157-514,515-1403,1404-1433,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1A03G0025200,CC,0.95,0.68,0.896,1360,1-156,157-511,512-1300,1301-1360,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1D03G0019700,CC,0.97,0.56,0.888,484,1-156,157-484,,,,,"Short NB, no LRR",,
TRAESCS1B03G0032600,CC,0.68,0.41,0.626,279,1-139,140-279,,,,,"Short NB, no LRR",,
TRAESCS1B03G0089600,CC,0.83,0.67,0.798,355,1-159,160-355,,,,,"Short NB, no LRR",,
TRAESCS1B03G0030200,CC,0.95,0.74,0.908,1416,1-159,160-511,512-1381,1382-1416,,,"Long LRR, C-terminal extension (an α-helix)",,
TRAESCS1B03G0023400,CC,0.94,0.7,0.892,1445,1-159,160-520,521-1381,1382-1445,,,"Long LRR, C-terminal extension (an α-helix)",,
TRAESCS1B03G0032500,CC,0.94,0.69,0.89,1394,1-159,160-510,511-1362,1363-1394,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1B03G0087200,CC,0.72,0.46,0.668,272,1-169,170-272,,,,,"Short NB, no LRR",,
TRAESCS1B03G0025000,CC,0.96,0.71,0.91,1274,,55-411,412-1245,"1-54, 1246-1274",,,"No CC, N- & C-terminal extension (a loop & an α-helix)",,
TRAESCS1B03G0023700,CC,0.96,0.83,0.934,708,1-159,160-511,512-708,,,,Short LRR,,
TRAESCS1B03G0031600,CC,0.96,0.61,0.89,454,1-157,158-454,,,,,"Short NB, no LRR",,
TRAESCS1A03G0027800,CC,0.95,0.72,0.904,1414,1-157,158-516,517-1383,1384-1414,,,"Long LRR, C-terminal extension (an α-helix, a loop)",,
TRAESCS1B03G0023900,CC,0.96,0.71,0.91,1247,,55-411,412-1247,1-54,,,"No CC, N-terminal extension (a loop)",,
